ticker,date,day_of_week,month,current_quarter,days_from_month_end,open,high,low,close,volume,rsi,macd,daily_pct_change,rolling_avg_10d,sma_ratio_20,atr,ret_1d,ret_5d,perf_vs_sp_ret_5d,sp_ret_1d,sp_ret_5d,return_volatility_5day,bollinger_upper,bollinger_lower,bollinger_position,mom_20d,mom_63d,sharp_20d,vol_z_60d,rv_20d,semivol_20d,idio_vol_20d,dd_60d,beta_sp_60d,future_1d_ret,future_2d_ret,future_5d_ret,future_10d_ret,future_20d_ret,earning_date,earning_date_actual,market_cap,quarter_ending,reported_eps,estimated_eps,surprise_percent,revenue_million,days_since_earnings,days_since_earnings_trading,earnings_date_2d,earnings_date_5d,earnings_date_trading_2d,earnings_date_trading_5d,cpi_event_1d,cpi_event_2d,cpi_event_5d,cpi_days_since_release,trade_event_1d,trade_event_2d,trade_event_5d,trade_days_since_release,unemp_event_1d,unemp_event_2d,unemp_event_5d,unemp_days_since_release,gdp_event_1d,gdp_event_2d,gdp_event_5d,gdp_days_since_release,dsr_event_1d,dsr_event_2d,dsr_event_5d,dsr_days_since_release,fomc_event_1d,fomc_event_2d,fomc_event_5d,fomc_days_since_release,cpi_raw,cpi_mom,cpi_yoy,exports_raw,exports_mom,exports_yoy,imports_raw,imports_mom,imports_yoy,trade_balance_raw,trade_balance_mom,trade_balance_yoy,unemp_rate,gdp,debt_service_ratio,interest_rate_daily
MRVL,2023-01-03,Tuesday,1,Q1,28,37.4850827989103,37.7718332176404,35.3789560059418,35.5866050720215,10336700,37.8984015056147,-0.355164152915421,-2.83479306233538,36.6406581878662,0.915799333146642,1.94991058699737,-2.834772821652287,-3.226664782822075,-0.0268881410083775,-0.0040005488792486,-0.0053787109444823,2.9480094487368627,44.02954942862471,33.68748319466631,0.1836307981783532,-19.52146543715273,-19.02313524263941,-5.749868948203331,-0.4139915802995783,0.4560329182690205,0.0003476904149252,0.0103549467078169,-22.63544125044969,2.3101140006927774,1.722694683086767,-3.4817176672492733,3.0029323124105334,12.68817100564219,28.357074290786134,0,2022-12-01,66165228000.0,2022-10-31 00:00:00,0.57,0.59,-3.3898,1537,33,21,0,0,0,0,0,0,0,21,0,0,0,28,0,0,0,32,0,0,0,68,0,0,0,12,0,0,0,20,298.708,0.24465,7.13138,259671,-1.06754,13.50646,334444,1.26872,13.45738,-74773,10.31558,13.28727,3.6,22066.784,10.598597,4.33
MSFT,2023-01-03,Tuesday,1,Q1,28,238.239260293111,240.856087609065,232.672365120338,234.808959960938,25740000,46.5294787440452,-1.04868356474206,-0.100065866633114,234.77954864502,0.980206072560973,6.45959733225357,-0.1000788438997868,0.3560555795475206,0.0089391360773077,-0.0040005488792486,-0.0053787109444823,1.5375950110761765,251.8983925700153,227.20281287432067,0.3079956786417857,-6.05443229662217,-0.2013814852902751,-2.827324234044644,-0.3319497027876292,0.266007080436468,0.0001011767678782,0.0051514172017675,-6.857947835522898,1.4991827009228027,-4.374316329291094,-7.208450447767967,-4.478660896014208,-1.5735904077080254,5.4971137748279775,0,2022-10-25,3843690334581.0,2022-09-30 00:00:00,2.35,2.3,2.1739,50122,70,47,0,0,0,0,0,0,0,21,0,0,0,28,0,0,0,32,0,0,0,68,0,0,0,12,0,0,0,20,298.708,0.24465,7.13138,259671,-1.06754,13.50646,334444,1.26872,13.45738,-74773,10.31558,13.28727,3.6,22066.784,10.598597,4.33
MU,2023-01-03,Tuesday,1,Q1,28,49.8865913616745,50.2812614926343,48.8900414709309,49.6991195678711,12422800,40.6407900944091,-0.109327099989271,0.780316243318202,49.5752895355225,0.96668617031621,1.89260851674037,0.7803240391569766,0.5669679895044855,0.0110486232878984,-0.0040005488792486,-0.0053787109444823,1.923644898511856,55.66087503252613,47.16281500043285,0.2984568899089655,-7.672599127758916,-2.1826360954760093,-3.290848693997801,-0.7459897898846555,0.2925877604150724,0.0001597771951646,0.0110549460972584,-19.99266761095228,1.3343824493692962,7.603732052759504,8.616248933285831,13.579511289478008,12.189800899977476,24.28031813143148,0,2022-12-21,138267906229.0,2022-11-30 00:00:00,-0.04,-0.01,-300.0,4085,13,7,0,0,0,0,0,0,0,21,0,0,0,28,0,0,0,32,0,0,0,68,0,0,0,12,0,0,0,20,298.708,0.24465,7.13138,259671,-1.06754,13.50646,334444,1.26872,13.45738,-74773,10.31558,13.28727,3.6,22066.784,10.598597,4.33
NVDA,2023-01-03,Tuesday,1,Q1,28,14.8378113568722,14.9826830465412,14.0834817225646,14.3022871017456,401277000,39.0771673541797,-0.336235245208291,-2.04597825774577,15.0939830780029,0.892553755400449,0.73827204354141,-2.045997718787784,-5.859544657988169,-0.0532165546736077,-0.0040005488792486,-0.0053787109444823,4.042262405972773,18.48842879109506,13.55958365626212,0.150684697493549,-15.175411794556736,14.439428123086095,-3.489775731486503,-0.7723843371192859,0.5502998138992056,0.0004825391291255,0.0226808191582813,-20.7890830832326,2.2131202066685307,3.031793021993079,-0.3492624174394998,11.135175871120651,21.39017097581901,46.30109835725506,0,2022-11-16,4441044000000.0,2022-10-31 00:00:00,0.058,0.071,-18.3099,5931,48,31,0,0,0,0,0,0,0,21,0,0,0,28,0,0,0,32,0,0,0,68,0,0,0,12,0,0,0,20,298.708,0.24465,7.13138,259671,-1.06754,13.50646,334444,1.26872,13.45738,-74773,10.31558,13.28727,3.6,22066.784,10.598597,4.33
TXN,2023-01-03,Tuesday,1,Q1,28,154.046615892064,154.442734275505,149.781357079994,150.352523803711,4294100,40.4323912730508,-0.898172863459465,-1.21655928162551,151.995062255859,0.961079219799375,3.93977331207968,-1.2165591596628889,-0.711759406860446,-0.0017387830769133,-0.0040005488792486,-0.0053787109444823,1.556099283370928,166.6566368978124,146.22603979896496,0.201976439727639,-8.133503078297899,2.9225027867978426,-4.5923367664009,-0.6762189143292333,0.2269263516096953,8.439220175484375e-05,0.0067292480418346,-9.558904449321938,1.1900061259972037,3.651726330044625,2.279260250972648,9.307024181448554,6.464045683647157,12.369163294600584,0,2022-10-25,176672626052.0,2022-09-30 00:00:00,2.47,2.39,3.3473,5241,70,47,0,0,0,0,0,0,0,21,0,0,0,28,0,0,0,32,0,0,0,68,0,0,0,12,0,0,0,20,298.708,0.24465,7.13138,259671,-1.06754,13.50646,334444,1.26872,13.45738,-74773,10.31558,13.28727,3.6,22066.784,10.598597,4.33
AAPL,2023-01-04,Wednesday,1,Q1,27,125.125342635152,126.870731492608,123.340516677415,124.602714538574,89113600,34.8802678120138,-0.766728342735578,1.03141960047994,128.081639099121,0.934584337551993,4.33855023060446,1.0314072282204378,-2.8224056432285427,-0.0344185855628299,0.0075389705750443,0.0061944168448455,2.7882835997732656,146.44774504222778,120.20067185840698,0.1677149825639101,-13.823921179446309,-13.36781768329458,-5.669216902443634,0.2276897546341806,0.3207422285350002,0.000203392024135,0.0096674100867742,-18.730177576273164,1.5272412523396095,-1.0604567434641,2.57991632952026,5.642611021052324,7.05128758551119,19.35739357118038,0,2022-10-27,3426497647100.0,2022-09-30 00:00:00,1.29,1.27,1.5748,90146,69,46,0,0,0,0,0,0,0,22,0,0,0,29,0,0,0,33,0,0,0,69,0,0,0,13,0,0,0,21,298.708,0.24465,7.13138,259671,-1.06754,13.50646,334444,1.26872,13.45738,-74773,10.31558,13.28727,3.6,22066.784,10.598597,4.33
ADI,2023-01-04,Wednesday,1,Q1,27,158.170899888412,160.284555269201,156.621507631601,158.677795410156,3477900,53.0893962670204,-0.778250986542384,2.12990545495115,156.676979064941,0.997501973664591,4.18056139909799,2.12988539454686,2.287300886592214,0.0166785920210765,0.0075389705750443,0.0061944168448455,1.6671179732244932,166.20277209623674,151.94757580415387,0.4721239517228005,-1.1499058134449405,10.473041522092142,-0.4293620770645229,-0.1057188019086115,0.2628435925797365,8.438339181066355e-05,0.008080755060173,-5.4589932301014565,1.3660995014300288,-3.749023473936419,-0.2350682385450775,2.3386044264565697,-1.6756052538352328,8.07064413601628,0,2022-11-22,114906269784.0,2022-10-31 00:00:00,2.73,2.59,5.4054,3248,43,28,0,0,0,0,0,0,0,22,0,0,0,29,0,0,0,33,0,0,0,69,0,0,0,13,0,0,0,21,298.708,0.24465,7.13138,259671,-1.06754,13.50646,334444,1.26872,13.45738,-74773,10.31558,13.28727,3.6,22066.784,10.598597,4.33
ADSK,2023-01-04,Wednesday,1,Q1,27,187.889999389648,190.710006713867,186.0,187.960006713867,1069600,44.3023556158565,-0.103993933203435,1.5176953335218,187.269998168945,0.981616920368342,6.62917159929594,1.5176953335217958,0.8964590090297042,0.0027701732454514,0.0075389705750443,0.0061944168448455,2.271553239564793,202.5390710959419,180.42092646265183,0.3408550028137654,-5.257317761918124,-6.015299989432766,-2.1693363505666023,-0.605323785797715,0.2943562808388275,8.79879133567321e-05,0.0059353122353981,-19.08738517235896,1.6762618266212277,-3.1336450198231947,-0.4096638885702552,6.368368554133985,4.304105154776927,21.41944725939704,0,2022-11-22,61986170000.0,2022-10-31 00:00:00,1.7,1.7,0.0,1280,43,28,0,0,0,0,0,0,0,22,0,0,0,29,0,0,0,33,0,0,0,69,0,0,0,13,0,0,0,21,298.708,0.24465,7.13138,259671,-1.06754,13.50646,334444,1.26872,13.45738,-74773,10.31558,13.28727,3.6,22066.784,10.598597,4.33
AMD,2023-01-04,Wednesday,1,Q1,27,65.0,65.7900009155273,63.310001373291,64.6600036621094,47477100,44.0613560980438,-0.267284688923213,0.999698613874078,64.5219997406006,0.970528479563726,2.81398126191438,0.9996986138740782,2.196938824543881,0.0157749714005932,0.0075389705750443,0.0061944168448455,1.967546601293241,72.38277296664472,60.86422601101639,0.3295361529292759,-12.170604115997053,-4.77171986886431,-3.685057539233461,-1.0314626996582017,0.4194423650676697,0.0003108025870173,0.012197349072346,-16.70745079246739,2.1165824521431857,-3.603466902399921,-1.0825928518264585,6.804815414915866,4.716973785373546,36.57592415254258,0,2022-11-01,285847687380.0,2022-09-30 00:00:00,0.67,0.7,-4.2857,5565,64,43,0,0,0,0,0,0,0,22,0,0,0,29,0,0,0,33,0,0,0,69,0,0,0,13,0,0,0,21,298.708,0.24465,7.13138,259671,-1.06754,13.50646,334444,1.26872,13.45738,-74773,10.31558,13.28727,3.6,22066.784,10.598597,4.33
AMZN,2023-01-04,Wednesday,1,Q1,27,86.5500030517578,86.9800033569336,83.3600006103516,85.1399993896484,68885100,42.1345347608081,0.326216665388708,-0.792356452567999,84.5,0.980310878107166,3.11951397898784,-0.7923564525679994,2.5288998686998188,0.0190945818421526,0.0075389705750443,0.0061944168448455,1.905208748903288,92.84536920577048,80.85463003129007,0.3573899236736639,-6.449843543345246,-29.68865970391723,-2.316933211271052,-0.3874610448119709,0.3383856698433166,0.0001789560212141,0.0107631262488072,-29.402984687501327,1.5336938289532962,-2.372558911847966,1.1040667701960771,11.686630279036558,10.030539084741472,32.61687158977979,0,2022-10-27,2468820501335.0,2022-09-30 00:00:00,0.17,0.22,-22.7273,127101,69,46,0,0,0,0,0,0,0,22,0,0,0,29,0,0,0,33,0,0,0,69,0,0,0,13,0,0,0,21,298.708,0.24465,7.13138,259671,-1.06754,13.50646,334444,1.26872,13.45738,-74773,10.31558,13.28727,3.6,22066.784,10.598597,4.33
AVGO,2023-01-04,Wednesday,1,Q1,27,54.0235800175372,54.5196866043894,53.355710860498,53.759693145752,17074000,59.51344646516,-0.165125751439058,1.22135485592449,53.1595718383789,1.02002904069906,1.3699619450582,1.2213475857044245,1.2103707446708525,0.0059093632882962,0.0075389705750443,0.0061944168448455,1.606041445531299,55.44349440755803,49.964670188999584,0.6926710559352265,6.45908396476016,17.724863371293843,2.997959538817628,-0.7700701990851934,0.2754361122426277,6.186183418367313e-05,0.0105361547518996,-1.6582218053620374,1.3354389020445323,-0.931732352897563,5.031781874705921,3.195061358010176,0.5319106285693431,8.126870062055168,0,2022-12-08,1438133286539.0,2022-10-31 00:00:00,1.045,1.028,1.6537,8930,27,17,0,0,0,0,0,0,0,22,0,0,0,29,0,0,0,33,0,0,0,69,0,0,0,13,0,0,0,21,298.708,0.24465,7.13138,259671,-1.06754,13.50646,334444,1.26872,13.45738,-74773,10.31558,13.28727,3.6,22066.784,10.598597,4.33
CDW,2023-01-04,Wednesday,1,Q1,27,176.11645733377,177.523290297953,174.515566191443,175.757461547852,630700,49.9553197170862,-0.561086559465063,0.91358428997379,173.627798461914,0.992600039823988,3.87029970104883,0.9136020521878008,1.2067552708886264,0.0058734905050183,0.0075389705750443,0.0061944168448455,1.6898631890620923,186.64413975649168,167.4913750750513,0.4315863193380782,-3.0920677686837594,9.24537358584192,-1.415150820975735,0.0661953771274069,0.2571056136440826,0.0001133603753912,0.00551613066544,-6.130179054040563,1.1229729042607908,-1.7057518205590316,1.1427068248825334,5.205652848823283,8.909739513336866,11.553969113873052,0,2022-11-02,21735113951.0,2022-09-30 00:00:00,2.6,2.52,3.1746,6216,63,42,0,0,0,0,0,0,0,22,0,0,0,29,0,0,0,33,0,0,0,69,0,0,0,13,0,0,0,21,298.708,0.24465,7.13138,259671,-1.06754,13.50646,334444,1.26872,13.45738,-74773,10.31558,13.28727,3.6,22066.784,10.598597,4.33
CTSH,2023-01-04,Wednesday,1,Q1,27,55.6763799891665,56.0492122966497,55.0836686650219,55.5043029785156,3066600,52.5974589995392,0.196223812672017,0.8160978491496,53.9345817565918,1.01485754183785,1.36414572548487,0.8161396486528139,2.797473789160132,0.0217801757927278,0.0075389705750443,0.0061944168448455,1.5729589362371257,57.7558436919258,51.62759365548632,0.6325977121318987,-3.953675827032777,-3.849198214768823,-2.2247904497678648,-0.6821721297938137,0.2180495482035794,8.010394015156828e-05,0.0072435360570572,-7.449902352514705,1.098097485424901,-0.8439723048370262,2.910772844378906,5.924891901250029,5.700983125777226,21.701659958590035,0,2022-11-02,34236555184.0,2022-09-30 00:00:00,1.17,1.16,0.8621,4857,63,42,0,0,0,0,0,0,0,22,0,0,0,29,0,0,0,33,0,0,0,69,0,0,0,13,0,0,0,21,298.708,0.24465,7.13138,259671,-1.06754,13.50646,334444,1.26872,13.45738,-74773,10.31558,13.28727,3.6,22066.784,10.598597,4.33
GOOGL,2023-01-04,Wednesday,1,Q1,27,89.8113727036258,90.1095872730633,86.7497324485246,87.5549087524414,34854800,41.2594971063337,-0.0944206409952053,-1.16694686309612,87.761661529541,0.970626714320932,2.73437394261466,-1.1669724985550969,0.7895594767513003,0.0017013542689559,0.0075389705750443,0.0061944168448455,1.7842780485027985,96.56989360208462,83.83913044576695,0.2918733646722476,-11.459597833860924,-13.341207335009376,-5.190022974617114,0.1965716317400807,0.2870088947572863,0.0001402507857906,0.0112789700512313,-15.69678511972809,1.381749842089381,-2.134429116217884,-0.8401536563798051,3.905534648147313,5.64260391864897,22.320624719632185,0,2022-10-25,2461129000000.0,2022-09-30 00:00:00,1.06,1.25,-15.2,69092,71,48,0,0,0,0,0,0,0,22,0,0,0,29,0,0,0,33,0,0,0,69,0,0,0,13,0,0,0,21,298.708,0.24465,7.13138,259671,-1.06754,13.50646,334444,1.26872,13.45738,-74773,10.31558,13.28727,3.6,22066.784,10.598597,4.33
LRCX,2023-01-04,Wednesday,1,Q1,27,41.0106086500877,41.6554705879794,40.5077490947312,41.0903625488281,10525000,46.3146779335989,-0.287792091888965,1.96959672488362,40.7770736694336,0.969642696717007,1.64050078366482,1.969577605373352,4.192746876396236,0.0357330478635062,0.0075389705750443,0.0061944168448455,2.362101960829478,46.527155931096026,38.22646154632097,0.3450189893827177,-6.311229006421215,5.8421337845453,-1.528835313804782,-0.7836306716945989,0.4670485678224706,0.0004406111197125,0.0163040181377508,-15.331778875184147,1.923757615829106,-1.2782234305034446,5.399323089783126,9.903903703733263,7.439773753013834,28.068945432480685,0,2022-10-19,125144604480.0,2022-09-30 00:00:00,10.42,9.54,9.2243,5074,77,52,0,0,0,0,0,0,0,22,0,0,0,29,0,0,0,33,0,0,0,69,0,0,0,13,0,0,0,21,298.708,0.24465,7.13138,259671,-1.06754,13.50646,334444,1.26872,13.45738,-74773,10.31558,13.28727,3.6,22066.784,10.598597,4.33
